source_file,status,reason
monroe_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
navel_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
nipple_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
nose_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
nostril_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
oral_piercing_guide_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
orbital_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
philtrum_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
piercing_jewelry_guide_las_vegas/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
piercing_types_las_vegas_authority_hub/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
psoriasis_skin_science_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
realism_tattoos_las_vegas_master_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
rook_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
scar_tissue_tattoo_skin_science_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
septum_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
snake_bites_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
snug_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
stretch_marks_skin_science_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
surface_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
tongue_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
tragus_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
upper_lobe_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
vertical_labret_piercing_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
why_tattoos_stay_forever_skin_science_las_vegas_authority_guide/code.html,deferred,"Needs page-specific photos, artist notes, real case details, or consolidation decision before editorial rewrite"
