url,source_file,http_intent,page_type,title,meta_description,h1,canonical,robots,indexable,author,reviewer,primary_topic,primary_intent,local_intent,original_photos,original_video,original_case_study,firsthand_experience,duplicate_cluster,internal_links_in,internal_links_out,recommended_action,notes
https://www.workofarttattoo.com/healing_database_cover_ups_day_3_las_vegas/,healing_database_cover_ups_day_3_las_vegas/code.html,static-html-export,healing-database,Cover-Ups Tattoo Healing — Day 3 | Work of Art,"Cover-Ups Tattoo Healing — Day 3 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Cover-Ups Tattoo Healing — Day 3,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,109,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_cover_ups_day_4_las_vegas/,healing_database_cover_ups_day_4_las_vegas/code.html,static-html-export,healing-database,Cover-Ups Tattoo Healing — Day 4 | Work of Art,"Cover-Ups Tattoo Healing — Day 4 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Cover-Ups Tattoo Healing — Day 4,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,109,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_cover_ups_month_1_las_vegas/,healing_database_cover_ups_month_1_las_vegas/code.html,static-html-export,healing-database,Cover-Ups Tattoo Healing — Month 1 | Work of Art,"Cover-Ups Tattoo Healing — Month 1 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Cover-Ups Tattoo Healing — Month 1,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,109,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_cover_ups_month_3_las_vegas/,healing_database_cover_ups_month_3_las_vegas/code.html,static-html-export,healing-database,Cover-Ups Tattoo Healing — Month 3 | Work of Art,"Cover-Ups Tattoo Healing — Month 3 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Cover-Ups Tattoo Healing — Month 3,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,107,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_cover_ups_month_6_las_vegas/,healing_database_cover_ups_month_6_las_vegas/code.html,static-html-export,healing-database,Cover-Ups Tattoo Healing — Month 6 | Work of Art,"Cover-Ups Tattoo Healing — Month 6 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Cover-Ups Tattoo Healing — Month 6,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,107,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_cover_ups_tattoos_las_vegas/,healing_database_cover_ups_tattoos_las_vegas/code.html,static-html-export,healing-database,Cover-Ups Tattoo Healing Timeline — Las Vegas | Work of Art,"Cover-Ups Tattoo Healing Timeline — Las Vegas | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the…",Cover-Ups Tattoo Healing — All Stages,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,116,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_cover_ups_week_1_las_vegas/,healing_database_cover_ups_week_1_las_vegas/code.html,static-html-export,healing-database,Cover-Ups Tattoo Healing — Week 1 | Work of Art,"Cover-Ups Tattoo Healing — Week 1 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Cover-Ups Tattoo Healing — Week 1,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,109,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_cover_ups_week_2_las_vegas/,healing_database_cover_ups_week_2_las_vegas/code.html,static-html-export,healing-database,Cover-Ups Tattoo Healing — Week 2 | Work of Art,"Cover-Ups Tattoo Healing — Week 2 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Cover-Ups Tattoo Healing — Week 2,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,109,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_cover_ups_week_3_las_vegas/,healing_database_cover_ups_week_3_las_vegas/code.html,static-html-export,healing-database,Cover-Ups Tattoo Healing — Week 3 | Work of Art,"Cover-Ups Tattoo Healing — Week 3 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Cover-Ups Tattoo Healing — Week 3,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,109,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_cover_ups_year_1_las_vegas/,healing_database_cover_ups_year_1_las_vegas/code.html,static-html-export,healing-database,Cover-Ups Tattoo Healing — Year 1 | Work of Art,"Cover-Ups Tattoo Healing — Year 1 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Cover-Ups Tattoo Healing — Year 1,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,108,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_fine_line_day_1_las_vegas/,healing_database_fine_line_day_1_las_vegas/code.html,static-html-export,healing-database,Fine Line Tattoo Healing — Day 1 | Work of Art,"Fine Line Tattoo Healing — Day 1 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Fine Line Tattoo Healing — Day 1,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,108,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_fine_line_day_2_las_vegas/,healing_database_fine_line_day_2_las_vegas/code.html,static-html-export,healing-database,Fine Line Tattoo Healing — Day 2 | Work of Art,"Fine Line Tattoo Healing — Day 2 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Fine Line Tattoo Healing — Day 2,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,109,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_fine_line_day_3_las_vegas/,healing_database_fine_line_day_3_las_vegas/code.html,static-html-export,healing-database,Fine Line Tattoo Healing — Day 3 | Work of Art,"Fine Line Tattoo Healing — Day 3 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Fine Line Tattoo Healing — Day 3,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,109,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_fine_line_day_4_las_vegas/,healing_database_fine_line_day_4_las_vegas/code.html,static-html-export,healing-database,Fine Line Tattoo Healing — Day 4 | Work of Art,"Fine Line Tattoo Healing — Day 4 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Fine Line Tattoo Healing — Day 4,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,109,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_fine_line_month_1_las_vegas/,healing_database_fine_line_month_1_las_vegas/code.html,static-html-export,healing-database,Fine Line Tattoo Healing — Month 1 | Work of Art,"Fine Line Tattoo Healing — Month 1 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Fine Line Tattoo Healing — Month 1,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,109,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_fine_line_month_3_las_vegas/,healing_database_fine_line_month_3_las_vegas/code.html,static-html-export,healing-database,Fine Line Tattoo Healing — Month 3 | Work of Art,"Fine Line Tattoo Healing — Month 3 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Fine Line Tattoo Healing — Month 3,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,107,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_fine_line_month_6_las_vegas/,healing_database_fine_line_month_6_las_vegas/code.html,static-html-export,healing-database,Fine Line Tattoo Healing — Month 6 | Work of Art,"Fine Line Tattoo Healing — Month 6 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Fine Line Tattoo Healing — Month 6,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,109,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_fine_line_tattoos_las_vegas/,healing_database_fine_line_tattoos_las_vegas/code.html,static-html-export,healing-database,Fine Line Tattoo Healing Timeline — Las Vegas | Work of Art,"Fine Line Tattoo Healing Timeline — Las Vegas | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the…",Fine Line Tattoo Healing — All Stages,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,116,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_fine_line_week_1_las_vegas/,healing_database_fine_line_week_1_las_vegas/code.html,static-html-export,healing-database,Fine Line Tattoo Healing — Week 1 | Work of Art,"Fine Line Tattoo Healing — Week 1 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Fine Line Tattoo Healing — Week 1,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,109,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_fine_line_week_2_las_vegas/,healing_database_fine_line_week_2_las_vegas/code.html,static-html-export,healing-database,Fine Line Tattoo Healing — Week 2 | Work of Art,"Fine Line Tattoo Healing — Week 2 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Fine Line Tattoo Healing — Week 2,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,109,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_fine_line_week_3_las_vegas/,healing_database_fine_line_week_3_las_vegas/code.html,static-html-export,healing-database,Fine Line Tattoo Healing — Week 3 | Work of Art,"Fine Line Tattoo Healing — Week 3 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Fine Line Tattoo Healing — Week 3,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,109,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_fine_line_year_1_las_vegas/,healing_database_fine_line_year_1_las_vegas/code.html,static-html-export,healing-database,Fine Line Tattoo Healing — Year 1 | Work of Art,"Fine Line Tattoo Healing — Year 1 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Fine Line Tattoo Healing — Year 1,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,108,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_neo_traditional_day_1_las_vegas/,healing_database_neo_traditional_day_1_las_vegas/code.html,static-html-export,healing-database,Neo-Traditional Tattoo Healing — Day 1 | Work of Art,"Neo-Traditional Tattoo Healing — Day 1 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Neo-Traditional Tattoo Healing — Day 1,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,107,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_neo_traditional_day_2_las_vegas/,healing_database_neo_traditional_day_2_las_vegas/code.html,static-html-export,healing-database,Neo-Traditional Tattoo Healing — Day 2 | Work of Art,"Neo-Traditional Tattoo Healing — Day 2 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Neo-Traditional Tattoo Healing — Day 2,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,108,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_neo_traditional_day_3_las_vegas/,healing_database_neo_traditional_day_3_las_vegas/code.html,static-html-export,healing-database,Neo-Traditional Tattoo Healing — Day 3 | Work of Art,"Neo-Traditional Tattoo Healing — Day 3 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Neo-Traditional Tattoo Healing — Day 3,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,108,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_neo_traditional_day_4_las_vegas/,healing_database_neo_traditional_day_4_las_vegas/code.html,static-html-export,healing-database,Neo-Traditional Tattoo Healing — Day 4 | Work of Art,"Neo-Traditional Tattoo Healing — Day 4 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Neo-Traditional Tattoo Healing — Day 4,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,108,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_neo_traditional_month_1_las_vegas/,healing_database_neo_traditional_month_1_las_vegas/code.html,static-html-export,healing-database,Neo-Traditional Tattoo Healing — Month 1 | Work of Art,"Neo-Traditional Tattoo Healing — Month 1 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Neo-Traditional Tattoo Healing — Month 1,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,108,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_neo_traditional_month_3_las_vegas/,healing_database_neo_traditional_month_3_las_vegas/code.html,static-html-export,healing-database,Neo-Traditional Tattoo Healing — Month 3 | Work of Art,"Neo-Traditional Tattoo Healing — Month 3 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Neo-Traditional Tattoo Healing — Month 3,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,108,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_neo_traditional_month_6_las_vegas/,healing_database_neo_traditional_month_6_las_vegas/code.html,static-html-export,healing-database,Neo-Traditional Tattoo Healing — Month 6 | Work of Art,"Neo-Traditional Tattoo Healing — Month 6 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Neo-Traditional Tattoo Healing — Month 6,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,108,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_neo_traditional_tattoos_las_vegas/,healing_database_neo_traditional_tattoos_las_vegas/code.html,static-html-export,healing-database,Neo-Traditional Tattoo Healing Timeline — Las Vegas | Work of Art,"Neo-Traditional Tattoo Healing Timeline — Las Vegas | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near…",Neo-Traditional Tattoo Healing — All Stages,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,114,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_neo_traditional_week_1_las_vegas/,healing_database_neo_traditional_week_1_las_vegas/code.html,static-html-export,healing-database,Neo-Traditional Tattoo Healing — Week 1 | Work of Art,"Neo-Traditional Tattoo Healing — Week 1 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Neo-Traditional Tattoo Healing — Week 1,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,108,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_neo_traditional_week_2_las_vegas/,healing_database_neo_traditional_week_2_las_vegas/code.html,static-html-export,healing-database,Neo-Traditional Tattoo Healing — Week 2 | Work of Art,"Neo-Traditional Tattoo Healing — Week 2 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Neo-Traditional Tattoo Healing — Week 2,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,108,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_neo_traditional_week_3_las_vegas/,healing_database_neo_traditional_week_3_las_vegas/code.html,static-html-export,healing-database,Neo-Traditional Tattoo Healing — Week 3 | Work of Art,"Neo-Traditional Tattoo Healing — Week 3 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Neo-Traditional Tattoo Healing — Week 3,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,108,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_neo_traditional_year_1_las_vegas/,healing_database_neo_traditional_year_1_las_vegas/code.html,static-html-export,healing-database,Neo-Traditional Tattoo Healing — Year 1 | Work of Art,"Neo-Traditional Tattoo Healing — Year 1 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Neo-Traditional Tattoo Healing — Year 1,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,107,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_portraits_day_1_las_vegas/,healing_database_portraits_day_1_las_vegas/code.html,static-html-export,healing-database,Portraits Tattoo Healing — Day 1 | Work of Art,"Portraits Tattoo Healing — Day 1 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Portraits Tattoo Healing — Day 1,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,106,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_portraits_day_2_las_vegas/,healing_database_portraits_day_2_las_vegas/code.html,static-html-export,healing-database,Portraits Tattoo Healing — Day 2 | Work of Art,"Portraits Tattoo Healing — Day 2 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Portraits Tattoo Healing — Day 2,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,109,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_portraits_day_3_las_vegas/,healing_database_portraits_day_3_las_vegas/code.html,static-html-export,healing-database,Portraits Tattoo Healing — Day 3 | Work of Art,"Portraits Tattoo Healing — Day 3 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Portraits Tattoo Healing — Day 3,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,109,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_portraits_day_4_las_vegas/,healing_database_portraits_day_4_las_vegas/code.html,static-html-export,healing-database,Portraits Tattoo Healing — Day 4 | Work of Art,"Portraits Tattoo Healing — Day 4 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Portraits Tattoo Healing — Day 4,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,true,false,healing database,0,109,KEEP,not in sitemap
https://www.workofarttattoo.com/healing_database_portraits_month_1_las_vegas/,healing_database_portraits_month_1_las_vegas/code.html,static-html-export,healing-database,Portraits Tattoo Healing — Month 1 | Work of Art,"Portraits Tattoo Healing — Month 1 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Portraits Tattoo Healing — Month 1,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,109,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_portraits_month_3_las_vegas/,healing_database_portraits_month_3_las_vegas/code.html,static-html-export,healing-database,Portraits Tattoo Healing — Month 3 | Work of Art,"Portraits Tattoo Healing — Month 3 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Portraits Tattoo Healing — Month 3,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,107,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_portraits_month_6_las_vegas/,healing_database_portraits_month_6_las_vegas/code.html,static-html-export,healing-database,Portraits Tattoo Healing — Month 6 | Work of Art,"Portraits Tattoo Healing — Month 6 | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the Strip.",Portraits Tattoo Healing — Month 6,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,109,MERGE,not in sitemap; healing page lacks documented real case evidence
https://www.workofarttattoo.com/healing_database_portraits_tattoos_las_vegas/,healing_database_portraits_tattoos_las_vegas/code.html,static-html-export,healing-database,Portraits Tattoo Healing Timeline — Las Vegas | Work of Art,"Portraits Tattoo Healing Timeline — Las Vegas | Work of Art — Work of Art Tattoo & Piercing, Las Vegas. Custom tattoos, piercing, and walk-ins near the…",Portraits Tattoo Healing — All Stages,https://www.workofarttattoo.com/las-vegas-tattoo-healing-guide/,"index, follow, max-snippet:-1, max-image-preview:large",true,Joshua Cole,Katelyn Cole,understand tattoo healing timing/stage,informational,medium,true,true,false,false,healing database,0,116,MERGE,not in sitemap; healing page lacks documented real case evidence
